record_id,year,month,month_name,quarter,fiscal_period,facility_id,facility_name,country,region,facility_size,facility_employees,meter_type,scope,consumption,unit,emissions_tco2e,improvement_factor
ENV-0022547,2024,11,November,Q4,2024-11,FAC-008,Shanghai Manufacturing,China,Asia Pacific,Large,1400,Grid Electricity,Scope 2,2103.759,MWh,0.9467,0.9278
ENV-0022548,2024,11,November,Q4,2024-11,FAC-008,Shanghai Manufacturing,China,Asia Pacific,Large,1400,Grid Electricity,Scope 2,2216.888,MWh,0.9976,0.9278
ENV-0022549,2024,11,November,Q4,2024-11,FAC-008,Shanghai Manufacturing,China,Asia Pacific,Large,1400,Grid Electricity,Scope 2,1723.197,MWh,0.7754,0.9278
ENV-0022550,2024,11,November,Q4,2024-11,FAC-008,Shanghai Manufacturing,China,Asia Pacific,Large,1400,Grid Electricity,Scope 2,1906.261,MWh,0.8578,0.9278
ENV-0022551,2024,11,November,Q4,2024-11,FAC-008,Shanghai Manufacturing,China,ASIA PACIFIC,Large,1400,Grid Electricity,Scope 2,2153.195,MWh,0.9689,0.9278
ENV-0022552,2024,11,November,Q4,2024-11,FAC-008,Shanghai Manufacturing,China,Asia Pacific,Large,1400,Renewable Energy,Scope 2,428.067,MWh,0.0043,0.9278
ENV-0022553,2024,11,November,Q4,2024-11,FAC-008,Shanghai Manufacturing,China,Asia Pacific,Large,1400,Renewable Energy,Scope 2,629.013,MWh,0.0063,0.9278
ENV-0022554,2024,11,November,Q4,2024-11,FAC-008,Shanghai Manufacturing,China,Asia Pacific,Large,1400,Renewable Energy,Scope 2,442.829,MWh,0.0044,0.9278
ENV-0022555,2024,11,November,Q4,2024-11,FAC-008,Shanghai Manufacturing,China,Asia Pacific,Large,1400,Renewable Energy,Scope 2,527.699,MWh,0.0053,0.9278
ENV-0022556,2024,11,November,Q4,2024-11,FAC-008,Shanghai Manufacturing,China,Asia Pacific,Large,1400,Renewable Energy,Scope 2,287.944,MWh,0.0029,0.9278
ENV-0022557,2024,11,November,Q4,2024-11,FAC-008,Shanghai Manufacturing,China,Asia Pacific,Large,1400,Renewable Energy,Scope 2,435.831,MWh,0.0044,0.9278
ENV-0022558,2024,11,November,Q4,2024-11,FAC-008,Shanghai Manufacturing,China,Asia Pacific,Large,1400,Renewable Energy,Scope 2,147.518,MWh,0.0015,0.9278
ENV-0022559,2024,11,November,Q4,2024-11,FAC-008,Shanghai Manufacturing,China,Asia Pacific,Large,1400,Renewable Energy,Scope 2,706.834,MWh,0.0071,0.9278
ENV-0022560,2024,11,November,Q4,2024-11,FAC-008,Shanghai Manufacturing,China,Asia Pacific,Large,1400,Water,N/A,9013.93,m3,0.0,0.9278
ENV-0022561,2024,11,November,Q4,2024-11,FAC-008,Shanghai Manufacturing,China,Asia Pacific,Large,1400,Water,N/A,8224.885,m3,0.0,0.9278
ENV-0022562,2024,11,November,Q4,2024-11,FAC-008,Shanghai Manufacturing,China,Asia Pacific,Large,1400,Water,N/A,,m3,0.0,0.9278
ENV-0022563,2024,11,November,Q4,2024-11,FAC-008,Shanghai Manufacturing,China,Asia Pacific,Large,1400,Water,N/A,7331.754,m3,0.0,0.9278
ENV-0022564,2024,11,November,Q4,2024-11,FAC-008,Shanghai Manufacturing,China,Asia Pacific,Large,1400,Water,N/A,2516.35,m3,0.0,0.9278
ENV-0022565,2024,11,November,Q4,2024-11,FAC-008,Shanghai Manufacturing,China,Asia Pacific,Large,1400,Water,N/A,6563.588,m3,0.0,0.9278
ENV-0022566,2024,11,November,Q4,2024-11,FAC-008,Shanghai Manufacturing,China,Asia Pacific,Large,1400,Water,N/A,4477.695,m3,0.0,0.9278
ENV-0022567,2024,11,November,Q4,2024-11,FAC-008,Shanghai Manufacturing,China,Asia Pacific,Large,1400,Water,N/A,8569.77,m3,0.0,0.9278
ENV-0022568,2024,11,November,Q4,2024-11,FAC-008,Shanghai Manufacturing,China,Asia Pacific,Large,1400,Water,N/A,1386.091,m3,0.0,0.9278
ENV-0022569,2024,11,November,Q4,2024-11,FAC-008,Shanghai Manufacturing,China,Asia Pacific,Large,1400,Water,N/A,1409.645,m3,0.0,0.9278
ENV-0022570,2024,11,November,Q4,2024-11,FAC-008,Shanghai Manufacturing,China,Asia Pacific,Large,1400,Water,N/A,3783.906,m3,0.0,0.9278
ENV-0022571,2024,11,November,Q4,2024-11,FAC-008,Shanghai Manufacturing,China,Asia Pacific,Large,1400,Waste,N/A,70.549,tonnes,0.0,0.9278
ENV-0022572,2024,11,November,Q4,2024-11,FAC-008,Shanghai Manufacturing,China,Asia Pacific,Large,1400,Waste,N/A,12.266,tonnes,0.0,0.9278
ENV-0022573,2024,11,November,Q4,2024-11,FAC-008,Shanghai Manufacturing,China,Asia Pacific,Large,1400,Waste,N/A,86.903,tonnes,0.0,0.9278
ENV-0022574,2024,11,November,Q4,2024-11,FAC-008,Shanghai Manufacturing,China,Asia Pacific,Large,1400,Waste,N/A,74.226,tonnes,0.0,0.9278
ENV-0022575,2024,11,November,Q4,2024-11,FAC-008,Shanghai Manufacturing,China,Asia Pacific,Large,1400,Waste,N/A,24.365,tonnes,0.0,0.9278
ENV-0022576,2024,11,November,Q4,2024-11,FAC-008,Shanghai Manufacturing,China,ASIA PACIFIC,Large,1400,Waste,N/A,98.88,tonnes,0.0,0.9278
ENV-0022577,2024,11,November,Q4,2024-11,FAC-009,Bangalore Tech Centre,India,Asia Pacific,Medium,680,Natural Gas,Scope 1,146.688,GJ,0.2963,0.8809
ENV-0022578,2024,11,November,Q4,2024-11,FAC-009,Bangalore Tech Centre,India,Asia Pacific,Medium,680,Natural Gas,Scope 1,290.592,GJ,0.587,0.8809
ENV-0022579,2024,11,November,Q4,2024-11,FAC-009,Bangalore Tech Centre,India,Asia Pacific,Medium,680,Natural Gas,Scope 1,181.994,GJ,0.3676,0.8809
ENV-0022580,2024,11,November,Q4,2024-11,FAC-009,Bangalore Tech Centre,India,Asia Pacific,Medium,680,Natural Gas,Scope 1,101.691,GJ,0.2054,0.8809
ENV-0022581,2024,11,November,Q4,2024-11,FAC-009,Bangalore Tech Centre,India,Asia Pacific,Medium,680,Natural Gas,Scope 1,407.087,GJ,0.8223,0.8809
ENV-0022582,2024,11,November,Q4,2024-11,FAC-009,Bangalore Tech Centre,India,Asia Pacific,Medium,680,Natural Gas,Scope 1,186.877,GJ,0.3775,0.8809
ENV-0022583,2024,11,November,Q4,2024-11,FAC-009,Bangalore Tech Centre,India,Asia Pacific,Medium,680,Natural Gas,Scope 1,449.087,GJ,0.9072,0.8809
ENV-0022584,2024,11,November,Q4,2024-11,FAC-009,Bangalore Tech Centre,India,Asia Pacific,Medium,680,Natural Gas,Scope 1,404.404,GJ,0.8169,0.8809
ENV-0022585,2024,11,November,Q4,2024-11,FAC-009,Bangalore Tech Centre,India,Asia Pacific,Medium,680,Diesel,Scope 1,1538.062,litres,4.122,0.8809
ENV-0022586,2024,11,November,Q4,2024-11,FAC-009,Bangalore Tech Centre,India,Asia Pacific,Medium,680,Diesel,Scope 1,1757.202,litres,4.7093,0.8809
ENV-0022587,2024,11,November,Q4,2024-11,FAC-009,Bangalore Tech Centre,India,Asia Pacific,Medium,680,Diesel,Scope 1,1068.903,litres,2.8647,0.8809
ENV-0022588,2024,11,November,Q4,2024-11,FAC-009,Bangalore Tech Centre,India,Asia Pacific,Medium,680,Diesel,Scope 1,1051.436,litres,2.8178,0.8809
ENV-0022589,2024,11,November,Q4,2024-11,FAC-009,Bangalore Tech Centre,India,Asia Pacific,Medium,680,Diesel,Scope 1,537.129,litres,1.4395,0.8809
ENV-0022590,2024,11,November,Q4,2024-11,FAC-009,Bangalore Tech Centre,India,Asia Pacific,Medium,680,Diesel,Scope 1,993.079,litres,2.6615,0.8809
ENV-0022591,2024,11,November,Q4,2024-11,FAC-009,Bangalore Tech Centre,India,Asia Pacific,Medium,680,Diesel,Scope 1,2341.926,litres,6.2764,0.8809
ENV-0022592,2024,11,November,Q4,2024-11,FAC-009,Bangalore Tech Centre,India,Asia Pacific,Medium,680,Diesel,Scope 1,938.581,litres,2.5154,0.8809
ENV-0022593,2024,11,November,Q4,2024-11,FAC-009,Bangalore Tech Centre,India,Asia Pacific,Medium,680,Diesel,Scope 1,2253.936,litres,6.0405,0.8809
ENV-0022594,2024,11,November,Q4,2024-11,FAC-009,Bangalore Tech Centre,India,Asia Pacific,Medium,680,Diesel,Scope 1,1771.124,litres,4.7466,0.8809
ENV-0022595,2024,11,November,Q4,2024-11,FAC-009,Bangalore Tech Centre,India,Asia Pacific,Medium,680,Diesel,Scope 1,404.474,litres,1.084,0.8809
ENV-0022596,2024,11,November,Q4,2024-11,FAC-009,Bangalore Tech Centre,India,Asia Pacific,Medium,680,Diesel,Scope 1,1430.921,litres,3.8349,0.8809
ENV-0022597,2024,11,November,Q4,2024-11,FAC-009,Bangalore Tech Centre,India,Asia Pacific,Medium,680,Grid Electricity,Scope 2,946.871,MWh,0.4261,0.8809
ENV-0022598,2024,11,November,Q4,2024-11,FAC-009,Bangalore Tech Centre,India,Asia Pacific,Medium,680,Grid Electricity,Scope 2,232.133,MWh,0.1045,0.8809
ENV-0022599,2024,11,November,Q4,2024-11,FAC-009,Bangalore Tech Centre,India,Asia Pacific,Medium,680,Grid Electricity,Scope 2,740.24,MWh,0.3331,0.8809
ENV-0022600,2024,11,November,Q4,2024-11,FAC-009,Bangalore Tech Centre,India,Asia Pacific,Medium,680,Grid Electricity,Scope 2,770.461,MWh,0.3467,0.8809
ENV-0022601,2024,11,November,Q4,2024-11,FAC-009,Bangalore Tech Centre,India,Asia Pacific,Medium,680,Grid Electricity,Scope 2,794.906,MWh,0.3577,0.8809
ENV-0022602,2024,11,November,Q4,2024-11,FAC-009,Bangalore Tech Centre,India,Asia Pacific,Medium,680,Grid Electricity,Scope 2,977.921,MWh,0.4401,0.8809
ENV-0022603,2024,11,November,Q4,2024-11,FAC-009,Bangalore Tech Centre,India,Asia Pacific,Medium,680,Renewable Energy,Scope 2,193.164,MWh,0.0019,0.8809
ENV-0022604,2024,11,November,Q4,2024-11,FAC-009,Bangalore Tech Centre,India,Asia Pacific,Medium,680,Renewable Energy,Scope 2,367.666,MWh,0.0037,0.8809
ENV-0022605,2024,11,November,Q4,2024-11,FAC-009,Bangalore Tech Centre,India,Asia Pacific,Medium,680,Renewable Energy,Scope 2,121.373,MWh,0.0012,0.8809
ENV-0022606,2024,11,November,Q4,2024-11,FAC-009,Bangalore Tech Centre,India,Asia Pacific,Medium,680,Renewable Energy,Scope 2,183.601,MWh,0.0018,0.8809
ENV-0022607,2024,11,November,Q4,2024-11,FAC-009,Bangalore Tech Centre,India,Asia Pacific,Medium,680,Renewable Energy,Scope 2,316.664,MWh,0.0032,0.8809
ENV-0022608,2024,11,November,Q4,2024-11,FAC-009,Bangalore Tech Centre,India,Asia Pacific,Medium,680,Renewable Energy,Scope 2,38.054,MWh,0.0004,0.8809
ENV-0022609,2024,11,November,Q4,2024-11,FAC-009,Bangalore Tech Centre,India,Asia Pacific,Medium,680,Renewable Energy,Scope 2,206.87,MWh,0.0021,0.8809
ENV-0022610,2024,11,November,Q4,2024-11,FAC-009,Bangalore Tech Centre,India,Asia Pacific,Medium,680,Renewable Energy,Scope 2,306.204,MWh,0.0031,0.8809
ENV-0022611,2024,11,November,Q4,2024-11,FAC-009,Bangalore Tech Centre,India,Asia Pacific,Medium,680,Water,N/A,1662.596,m3,0.0,0.8809
ENV-0022612,2024,11,November,Q4,2024-11,FAC-009,Bangalore Tech Centre,India,Asia Pacific,Medium,680,Water,N/A,3158.465,m3,0.0,0.8809
ENV-0022613,2024,11,November,Q4,2024-11,FAC-009,Bangalore Tech Centre,India,Asia Pacific,Medium,680,Water,N/A,2091.6,m3,0.0,0.8809
ENV-0022614,2024,11,November,Q4,2024-11,FAC-009,Bangalore Tech Centre,India,Asia Pacific,Medium,680,Water,N/A,3257.84,m3,0.0,0.8809
ENV-0022615,2024,11,November,Q4,2024-11,FAC-009,Bangalore Tech Centre,India,Asia Pacific,Medium,680,Water,N/A,3159.391,m3,0.0,0.8809
ENV-0022616,2024,11,November,Q4,2024-11,FAC-009,Bangalore Tech Centre,India,Asia Pacific,Medium,680,Water,N/A,4351.78,m3,0.0,0.8809
ENV-0022617,2024,11,November,Q4,2024-11,FAC-009,Bangalore Tech Centre,India,Asia Pacific,Medium,680,Water,N/A,1541.163,m3,0.0,0.8809
ENV-0022618,2024,11,November,Q4,2024-11,FAC-009,Bangalore Tech Centre,India,Asia Pacific,Medium,680,Waste,N/A,33.505,tonnes,0.0,0.8809
ENV-0022619,2024,11,November,Q4,2024-11,FAC-009,Bangalore Tech Centre,India,Asia Pacific,Medium,680,Waste,N/A,44.247,tonnes,0.0,0.8809
ENV-0022620,2024,11,November,Q4,2024-11,FAC-009,Bangalore Tech Centre,India,Asia Pacific,Medium,680,Waste,N/A,7.521,tonnes,0.0,0.8809
ENV-0022621,2024,11,November,Q4,2024-11,FAC-009,Bangalore Tech Centre,India,Asia Pacific,Medium,680,Waste,N/A,43.19,tonnes,0.0,0.8809
ENV-0022622,2024,11,November,Q4,2024-11,FAC-009,Bangalore Tech Centre,India,Asia Pacific,Medium,680,Waste,N/A,42.342,tonnes,0.0,0.8809
ENV-0022623,2024,11,November,Q4,2024-11,FAC-009,Bangalore Tech Centre,India,Asia Pacific,Medium,680,Waste,N/A,25.404,tonnes,0.0,0.8809
ENV-0022624,2024,11,November,Q4,2024-11,FAC-009,Bangalore Tech Centre,India,Asia Pacific,Medium,680,Waste,N/A,34.887,tonnes,0.0,0.8809
ENV-0022625,2024,11,November,Q4,2024-11,FAC-009,Bangalore Tech Centre,India,Asia Pacific,Medium,680,Waste,N/A,31.502,tonnes,0.0,0.8809
ENV-0022626,2024,11,November,Q4,2024-11,FAC-009,Bangalore Tech Centre,India,Asia Pacific,Medium,680,Waste,N/A,19.088,tonnes,0.0,0.8809
ENV-0022627,2024,11,November,Q4,2024-11,FAC-009,Bangalore Tech Centre,India,Asia Pacific,Medium,680,Waste,N/A,23.454,tonnes,0.0,0.8809
ENV-0022628,2024,11,November,Q4,2024-11,FAC-009,Bangalore Tech Centre,India,Asia Pacific,Medium,680,Waste,N/A,24.885,tonnes,0.0,0.8809
ENV-0022629,2024,11,November,Q4,2024-11,FAC-010,Singapore Distribution,Singapore,Asia Pacific,Small,320,Natural Gas,Scope 1,55.3,GJ,0.1117,0.9358
ENV-0022630,2024,11,November,Q4,2024-11,FAC-010,Singapore Distribution,Singapore,Asia Pacific,Small,320,Natural Gas,Scope 1,82.233,GJ,0.1661,0.9358
ENV-0022631,2024,11,November,Q4,2024-11,FAC-010,Singapore Distribution,Singapore,Asia Pacific,Small,320,Natural Gas,Scope 1,212.163,GJ,0.4286,0.9358
ENV-0022632,2024,11,November,Q4,2024-11,FAC-010,Singapore Distribution,Singapore,Asia Pacific,Small,320,Natural Gas,Scope 1,148.518,GJ,0.3,0.9358
ENV-0022633,2024,11,November,Q4,2024-11,FAC-010,Singapore Distribution,Singapore,Asia Pacific,Small,320,Natural Gas,Scope 1,181.031,GJ,0.3657,0.9358
ENV-0022634,2024,11,November,Q4,2024-11,FAC-010,Singapore Distribution,Singapore,Asia Pacific,Small,320,Natural Gas,Scope 1,180.322,GJ,0.3643,0.9358
ENV-0022635,2024,11,November,Q4,2024-11,FAC-010,Singapore Distribution,Singapore,Asia Pacific,Small,320,Natural Gas,Scope 1,199.647,GJ,0.4033,0.9358
ENV-0022636,2024,11,November,Q4,2024-11,FAC-010,Singapore Distribution,Singapore,Asia Pacific,Small,320,Natural Gas,Scope 1,229.012,GJ,0.4626,0.9358
ENV-0022637,2024,11,November,Q4,2024-11,FAC-010,Singapore Distribution,Singapore,Asia Pacific,Small,320,Natural Gas,Scope 1,67.001,GJ,0.1353,0.9358
ENV-0022638,2024,11,November,Q4,2024-11,FAC-010,Singapore Distribution,Singapore,Asia Pacific,Small,320,Natural Gas,Scope 1,61.166,GJ,0.1236,0.9358
ENV-0022639,2024,11,November,Q4,2024-11,FAC-010,Singapore Distribution,Singapore,Asia Pacific,Small,320,Natural Gas,Scope 1,55.804,GJ,0.1127,0.9358
ENV-0022640,2024,11,November,Q4,2024-11,FAC-010,Singapore Distribution,Singapore,Asia Pacific,Small,320,Diesel,Scope 1,764.544,litres,2.049,0.9358
ENV-0022641,2024,11,November,Q4,2024-11,FAC-010,Singapore Distribution,Singapore,Asia Pacific,Small,320,Diesel,Scope 1,1174.904,litres,3.1487,0.9358
ENV-0022642,2024,11,November,Q4,2024-11,FAC-010,Singapore Distribution,Singapore,Asia Pacific,Small,320,Diesel,Scope 1,600.865,litres,1.6103,0.9358
ENV-0022643,2024,11,November,Q4,2024-11,FAC-010,Singapore Distribution,Singapore,Asia Pacific,Small,320,Diesel,Scope 1,357.326,litres,0.9576,0.9358
ENV-0022644,2024,11,November,Q4,2024-11,FAC-010,Singapore Distribution,Singapore,Asia Pacific,Small,320,Diesel,Scope 1,232.319,litres,0.6226,0.9358
ENV-0022645,2024,11,November,Q4,2024-11,FAC-010,Singapore Distribution,Singapore,Asia Pacific,Small,320,Diesel,Scope 1,752.89,litres,2.0177,0.9358
ENV-0022646,2024,11,November,Q4,2024-11,FAC-010,Singapore Distribution,Singapore,Asia Pacific,Small,320,Diesel,Scope 1,1025.179,litres,2.7475,0.9358
ENV-0022647,2024,11,November,Q4,2024-11,FAC-010,Singapore Distribution,Singapore,Asia Pacific,Small,320,Diesel,Scope 1,959.222,litres,2.5707,0.9358
ENV-0022648,2024,11,November,Q4,2024-11,FAC-010,Singapore Distribution,Singapore,Asia Pacific,Small,320,Diesel,Scope 1,823.562,litres,2.2071,0.9358
ENV-0022649,2024,11,November,Q4,2024-11,FAC-010,Singapore Distribution,Singapore,Asia Pacific,Small,320,Diesel,Scope 1,308.188,litres,0.8259,0.9358
ENV-0022650,2024,11,November,Q4,2024-11,FAC-010,Singapore Distribution,Singapore,Asia Pacific,Small,320,Diesel,Scope 1,1073.692,litres,2.8775,0.9358
ENV-0022651,2024,11,November,Q4,2024-11,FAC-010,Singapore Distribution,Singapore,Asia Pacific,Small,320,Grid Electricity,Scope 2,116.347,MWh,0.0524,0.9358
ENV-0022652,2024,11,November,Q4,2024-11,FAC-010,Singapore Distribution,Singapore,Asia Pacific,Small,320,Grid Electricity,Scope 2,353.745,MWh,0.1592,0.9358
ENV-0022653,2024,11,November,Q4,2024-11,FAC-010,Singapore Distribution,Singapore,Asia Pacific,Small,320,Grid Electricity,Scope 2,422.156,MWh,0.19,0.9358
ENV-0022654,2024,11,November,Q4,2024-11,FAC-010,Singapore Distribution,Singapore,Asia Pacific,Small,320,Grid Electricity,Scope 2,448.392,MWh,0.2018,0.9358
ENV-0022655,2024,11,November,Q4,2024-11,FAC-010,Singapore Distribution,Singapore,Asia Pacific,Small,320,Grid Electricity,Scope 2,357.134,MWh,0.1607,0.9358
ENV-0022656,2024,11,November,Q4,2024-11,FAC-010,Singapore Distribution,Singapore,Asia Pacific,Small,320,Grid Electricity,Scope 2,317.737,MWh,0.143,0.9358
ENV-0022657,2024,11,November,Q4,2024-11,FAC-010,Singapore Distribution,Singapore,Asia Pacific,Small,320,Renewable Energy,Scope 2,14.125,MWh,0.0001,0.9358
ENV-0022658,2024,11,November,Q4,2024-11,FAC-010,Singapore Distribution,Singapore,Asia Pacific,Small,320,Renewable Energy,Scope 2,80.055,MWh,0.0008,0.9358
ENV-0022659,2024,11,November,Q4,2024-11,FAC-010,Singapore Distribution,Singapore,Asia Pacific,Small,320,Renewable Energy,Scope 2,19.797,MWh,0.0002,0.9358
ENV-0022660,2024,11,November,Q4,2024-11,FAC-010,Singapore Distribution,Singapore,Asia Pacific,Small,320,Renewable Energy,Scope 2,37.588,MWh,0.0004,0.9358
ENV-0022661,2024,11,November,Q4,2024-11,FAC-010,Singapore Distribution,Singapore,Asia Pacific,Small,320,Renewable Energy,Scope 2,106.487,MWh,0.0011,0.9358
ENV-0022662,2024,11,November,Q4,2024-11,FAC-010,Singapore Distribution,Singapore,Asia Pacific,Small,320,Renewable Energy,Scope 2,102.836,MWh,0.001,0.9358
ENV-0022663,2024,11,November,Q4,2024-11,FAC-010,Singapore Distribution,Singapore,Asia Pacific,Small,320,Renewable Energy,Scope 2,46.721,MWh,0.0005,0.9358
ENV-0022664,2024,11,November,Q4,2024-11,FAC-010,Singapore Distribution,Singapore,Asia Pacific,Small,320,Renewable Energy,Scope 2,175.501,MWh,0.0018,0.9358
ENV-0022665,2024,11,November,Q4,2024-11,FAC-010,Singapore Distribution,Singapore,Asia Pacific,Small,320,Renewable Energy,Scope 2,12.375,MWh,0.0001,0.9358
ENV-0022666,2024,11,November,Q4,2024-11,FAC-010,Singapore Distribution,Singapore,Asia Pacific,Small,320,Renewable Energy,Scope 2,118.767,MWh,0.0012,0.9358
ENV-0022667,2024,11,November,Q4,2024-11,FAC-010,Singapore Distribution,Singapore,Asia Pacific,Small,320,Renewable Energy,Scope 2,138.128,MWh,0.0014,0.9358
ENV-0022668,2024,11,November,Q4,2024-11,FAC-010,Singapore Distribution,Singapore,Asia Pacific,Small,320,Renewable Energy,Scope 2,19.408,MWh,0.0002,0.9358
ENV-0022669,2024,11,November,Q4,2024-11,FAC-010,Singapore Distribution,Singapore,Asia Pacific,Small,320,Water,N/A,964.822,m3,0.0,0.9358
ENV-0022670,2024,11,November,Q4,2024-11,FAC-010,Singapore Distribution,Singapore,Asia Pacific,Small,320,Water,N/A,1890.849,m3,0.0,0.9358
ENV-0022671,2024,11,November,Q4,2024-11,FAC-010,Singapore Distribution,Singapore,Asia Pacific,Small,320,Water,N/A,1656.681,m3,0.0,0.9358
ENV-0022672,2024,11,November,Q4,2024-11,FAC-010,Singapore Distribution,Singapore,Asia Pacific,Small,320,Water,N/A,2290.164,m3,0.0,0.9358
ENV-0022673,2024,11,November,Q4,2024-11,FAC-010,Singapore Distribution,Singapore,Asia Pacific,Small,320,Water,N/A,747.68,m3,0.0,0.9358
ENV-0022674,2024,11,November,Q4,2024-11,FAC-010,Singapore Distribution,Singapore,Asia Pacific,Small,320,Water,N/A,399.441,m3,0.0,0.9358
ENV-0022675,2024,11,November,Q4,2024-11,FAC-010,Singapore Distribution,Singapore,Asia Pacific,Small,320,Water,N/A,953.71,m3,0.0,0.9358
ENV-0022676,2024,11,November,Q4,2024-11,FAC-010,Singapore Distribution,Singapore,Asia Pacific,Small,320,Water,N/A,1364.311,m3,0.0,0.9358
ENV-0022677,2024,11,November,Q4,2024-11,FAC-010,Singapore Distribution,Singapore,Asia Pacific,Small,320,Water,N/A,643.098,m3,0.0,0.9358
ENV-0022678,2024,11,November,Q4,2024-11,FAC-010,Singapore Distribution,Singapore,Asia Pacific,Small,320,Water,N/A,1765.874,m3,0.0,0.9358
ENV-0022679,2024,11,November,Q4,2024-11,FAC-010,Singapore Distribution,Singapore,Asia Pacific,Small,320,Waste,N/A,18.75,tonnes,0.0,0.9358
ENV-0022680,2024,11,November,Q4,2024-11,FAC-010,Singapore Distribution,Singapore,Asia Pacific,Small,320,Waste,N/A,19.131,tonnes,0.0,0.9358
ENV-0022681,2024,11,November,Q4,2024-11,FAC-010,Singapore Distribution,Singapore,Asia Pacific,Small,320,Waste,N/A,13.496,tonnes,0.0,0.9358
ENV-0022682,2024,11,November,Q4,2024-11,FAC-010,Singapore Distribution,Singapore,Asia Pacific,Small,320,Waste,N/A,2.725,tonnes,0.0,0.9358
ENV-0022683,2024,11,November,Q4,2024-11,FAC-010,Singapore Distribution,Singapore,Asia Pacific,Small,320,Waste,N/A,15.177,tonnes,0.0,0.9358
ENV-0022684,2024,11,November,Q4,2024-11,FAC-010,Singapore Distribution,Singapore,Asia Pacific,Small,320,Waste,N/A,21.275,tonnes,0.0,0.9358
ENV-0022685,2024,11,November,Q4,2024-11,FAC-010,Singapore Distribution,Singapore,Asia Pacific,Small,320,Waste,N/A,25.54,tonnes,0.0,0.9358
ENV-0022686,2024,11,November,Q4,2024-11,FAC-010,Singapore Distribution,Singapore,Asia Pacific,Small,320,Waste,N/A,2.583,tonnes,0.0,0.9358
ENV-0022687,2024,11,November,Q4,2024-11,FAC-010,Singapore Distribution,Singapore,Asia Pacific,Small,320,Waste,N/A,10.282,tonnes,0.0,0.9358
ENV-0022688,2024,11,November,Q4,2024-11,FAC-010,Singapore Distribution,Singapore,Asia Pacific,Small,320,Waste,N/A,11.743,tonnes,0.0,0.9358
ENV-0022689,2024,11,November,Q4,2024-11,FAC-010,Singapore Distribution,Singapore,Asia Pacific,Small,320,Waste,N/A,13.779,tonnes,0.0,0.9358
ENV-0022690,2024,11,November,Q4,2024-11,FAC-011,Monterrey Plant,Mexico,Latin America,Medium,580,Natural Gas,Scope 1,176.852,GJ,0.3572,0.9094
ENV-0022691,2024,11,November,Q4,2024-11,FAC-011,Monterrey Plant,Mexico,Latin America,Medium,580,Natural Gas,Scope 1,77.586,GJ,0.1567,0.9094
ENV-0022692,2024,11,November,Q4,2024-11,FAC-011,Monterrey Plant,Mexico,Latin America,Medium,580,Natural Gas,Scope 1,213.478,GJ,0.4312,0.9094
ENV-0022693,2024,11,November,Q4,2024-11,FAC-011,Monterrey Plant,Mexico,Latin America,Medium,580,Natural Gas,Scope 1,76.42,GJ,0.1544,0.9094
ENV-0022694,2024,11,November,Q4,2024-11,FAC-011,Monterrey Plant,Mexico,Latin America,Medium,580,Natural Gas,Scope 1,222.182,GJ,0.4488,0.9094
ENV-0022695,2024,11,November,Q4,2024-11,FAC-011,Monterrey Plant,Mexico,Latin America,Medium,580,Natural Gas,Scope 1,,GJ,0.8501,0.9094
ENV-0022696,2024,11,November,Q4,2024-11,FAC-011,Monterrey Plant,Mexico,Latin America,Medium,580,Natural Gas,Scope 1,175.472,GJ,0.3545,0.9094
ENV-0022697,2024,11,November,Q4,2024-11,FAC-011,Monterrey Plant,Mexico,Latin America,Medium,580,Natural Gas,Scope 1,230.966,GJ,0.4666,0.9094
ENV-0022698,2024,11,November,Q4,2024-11,FAC-011,Monterrey Plant,Mexico,Latin America,Medium,580,Natural Gas,Scope 1,139.152,GJ,0.2811,0.9094
ENV-0022699,2024,11,November,Q4,2024-11,FAC-011,Monterrey Plant,Mexico,Latin America,Medium,580,Natural Gas,Scope 1,83.202,GJ,0.1681,0.9094
ENV-0022700,2024,11,November,Q4,2024-11,FAC-011,Monterrey Plant,Mexico,Latin America,Medium,580,Natural Gas,Scope 1,275.349,GJ,0.5562,0.9094
ENV-0022701,2024,11,November,Q4,2024-11,FAC-011,Monterrey Plant,Mexico,Latin America,Medium,580,Natural Gas,Scope 1,250.564,GJ,0.5061,0.9094
ENV-0022702,2024,11,November,Q4,2024-11,FAC-011,Monterrey Plant,Mexico,Latin America,Medium,580,Diesel,Scope 1,2021.372,litres,5.4173,0.9094
ENV-0022703,2024,11,November,Q4,2024-11,FAC-011,Monterrey Plant,Mexico,Latin America,Medium,580,Diesel,Scope 1,2019.041,litres,5.411,0.9094
ENV-0022704,2024,11,November,Q4,2024-11,FAC-011,Monterrey Plant,Mexico,Latin America,Medium,580,Diesel,Scope 1,1971.536,litres,5.2837,0.9094
ENV-0022705,2024,11,November,Q4,2024-11,FAC-011,Monterrey Plant,Mexico,Latin America,Medium,580,Diesel,Scope 1,1026.438,litres,2.7509,0.9094
ENV-0022706,2024,11,November,Q4,2024-11,FAC-011,Monterrey Plant,Mexico,Latin America,Medium,580,Diesel,Scope 1,1787.049,litres,4.7893,0.9094
ENV-0022707,2024,11,November,Q4,2024-11,FAC-011,Monterrey Plant,Mexico,Latin America,Medium,580,Diesel,Scope 1,1446.313,litres,3.8761,0.9094
