record_id,year,audit_number,supplier_id,supplier_name,category,country,annual_spend_usd,risk_profile,is_critical,audit_score,labor_compliance_pct,env_compliance_pct,safety_compliance_pct,non_conformances,audit_result,corrective_action
SUP-000524,2023,1,SUP-0122,Johnson-Carlson,IT Services,China,376230.16,Medium Risk,False,64.59,65.07,64.1,64.59,4,Requires Improvement,True
SUP-000525,2023,2,SUP-0122,Johnson-Carlson,IT Services,China,376230.16,Medium Risk,False,70.62,65.14,64.91,71.74,4,Conditional Approval,True
SUP-000526,2023,1,SUP-0123,Chandler-Edwards,Facilities Management,China,920478.9,Medium Risk,False,64.35,64.12,52.91,64.43,4,Requires Improvement,True
SUP-000527,2023,1,SUP-0124,"Joyce, Wilson and Lam",Facilities Management,Germany,4263466.78,Medium Risk,False,74.66,67.93,76.29,78.53,2,Conditional Approval,True
SUP-000528,2023,1,SUP-0125,Scott Ltd,Energy,India,1068429.67,Medium Risk,False,77.74,80.98,72.17,72.1,1,Conditional Approval,True
SUP-000529,2023,2,SUP-0125,Scott Ltd,Energy,India,1068429.67,Medium Risk,False,68.78,62.59,68.69,75.86,3,Conditional Approval,True
SUP-000530,2023,1,SUP-0126,Smith-Frost,Energy,India,1472124.38,Medium Risk,False,,56.77,56.93,58.12,3,Requires Improvement,True
SUP-000531,2023,2,SUP-0126,Smith-Frost,Energy,India,1472124.38,Medium Risk,False,60.82,55.88,51.04,60.96,2,Requires Improvement,True
SUP-000532,2023,1,SUP-0127,"Mcdaniel, Bentley and Mclaughlin",Components,Mexico,4584648.55,Low Risk,False,84.75,89.28,71.48,77.22,0,Conditional Approval,False
SUP-000533,2023,1,SUP-0128,Diaz Inc,Energy,China,380211.42,Medium Risk,True,60.42,57.42,51.79,60.76,1,Requires Improvement,True
SUP-000534,2023,2,SUP-0128,Diaz Inc,Energy,China,380211.42,Medium Risk,True,65.38,61.66,53.88,67.02,2,Conditional Approval,True
SUP-000535,2023,1,SUP-0129,"Mccall, Hanson and Alvarado",Professional Services,China,233001.77,Low Risk,True,86.97,89.2,76.79,83.8,1,Approved,True
SUP-000536,2023,2,SUP-0129,"Mccall, Hanson and Alvarado",Professional Services,China,233001.77,Low Risk,True,82.64,78.76,72.88,82.27,0,Conditional Approval,False
SUP-000537,2023,3,SUP-0129,"Mccall, Hanson and Alvarado",Professional Services,China,233001.77,Low Risk,True,100.0,96.56,87.83,84.79,2,Approved,True
SUP-000538,2023,4,SUP-0129,"Mccall, Hanson and Alvarado",Professional Services,China,233001.77,Low Risk,True,91.1,87.3,80.36,84.92,0,Approved,False
SUP-000539,2023,1,SUP-0130,Cortez LLC,Energy,USA,174474.58,Low Risk,True,90.38,90.14,98.8,86.31,1,Approved,True
SUP-000540,2023,2,SUP-0130,Cortez LLC,Energy,USA,174474.58,Low Risk,True,99.62,98.85,100.0,89.72,2,Approved,True
SUP-000541,2023,3,SUP-0130,Cortez LLC,Energy,USA,174474.58,Low Risk,True,90.11,89.73,83.08,93.69,0,Approved,False
SUP-000542,2023,1,SUP-0131,"Parker, Ortiz and Powell",Logistics,USA,3862465.81,Low Risk,True,91.12,84.25,80.7,86.69,2,Approved,True
SUP-000543,2023,2,SUP-0131,"Parker, Ortiz and Powell",Logistics,USA,3862465.81,Low Risk,True,93.03,88.93,92.47,83.83,1,Approved,True
SUP-000544,2023,3,SUP-0131,"Parker, Ortiz and Powell",Logistics,USA,3862465.81,Low Risk,True,81.39,75.15,72.09,83.39,0,Conditional Approval,False
SUP-000545,2023,1,SUP-0132,Spencer-Lee,Raw Materials,Mexico,123870.4,High Risk,False,39.41,35.76,36.29,34.08,7,Failed,True
SUP-000546,2023,1,SUP-0133,"Bentley, Byrd and Orr",Professional Services,China,1972814.62,Low Risk,False,99.68,95.49,94.4,93.12,1,Approved,True
SUP-000547,2023,2,SUP-0133,"Bentley, Byrd and Orr",Professional Services,China,1972814.62,Low Risk,False,87.99,86.55,75.59,82.9,2,Approved,True
SUP-000548,2023,1,SUP-0134,"Carroll, Sullivan and Bass",Packaging,South Korea,873463.75,High Risk,True,64.99,69.09,59.98,65.83,1,Requires Improvement,True
SUP-000549,2023,2,SUP-0134,"Carroll, Sullivan and Bass",Packaging,South Korea,873463.75,High Risk,True,67.71,64.89,62.33,59.61,4,Conditional Approval,True
SUP-000550,2023,3,SUP-0134,"Carroll, Sullivan and Bass",Packaging,South Korea,873463.75,High Risk,True,53.29,49.33,48.94,52.57,4,Requires Improvement,True
SUP-000551,2023,1,SUP-0135,Mitchell-Jordan,Packaging,USA,4601835.38,High Risk,True,33.41,35.1,33.31,35.7,5,Failed,True
SUP-000552,2023,2,SUP-0135,Mitchell-Jordan,Packaging,USA,4601835.38,High Risk,True,33.56,35.34,28.18,32.54,8,Failed,True
SUP-000553,2023,3,SUP-0135,Mitchell-Jordan,Packaging,USA,4601835.38,High Risk,True,68.11,68.12,70.03,71.02,1,Conditional Approval,True
SUP-000554,2023,1,SUP-0136,"Lawson, Morris and Ramos",Packaging,China,2887709.8,Medium Risk,True,65.95,63.14,53.89,65.55,3,Conditional Approval,True
SUP-000555,2023,2,SUP-0136,"Lawson, Morris and Ramos",Packaging,China,2887709.8,Medium Risk,True,60.71,58.05,64.2,60.7,1,Requires Improvement,True
SUP-000556,2023,3,SUP-0136,"Lawson, Morris and Ramos",Packaging,China,2887709.8,Medium Risk,True,77.15,73.37,74.07,78.89,2,Conditional Approval,True
SUP-000557,2023,1,SUP-0137,"Lewis, Kennedy and Santana",Components,China,3128458.17,Medium Risk,False,68.79,66.03,61.99,71.82,2,Conditional Approval,True
SUP-000558,2023,1,SUP-0138,"Jackson, Miller and Robertson",Logistics,USA,2834536.09,Medium Risk,True,59.39,52.58,62.2,63.93,4,Requires Improvement,True
SUP-000559,2023,2,SUP-0138,"Jackson, Miller and Robertson",Logistics,USA,2834536.09,Medium Risk,True,60.14,54.77,63.58,58.61,3,Requires Improvement,True
SUP-000560,2023,3,SUP-0138,"Jackson, Miller and Robertson",Logistics,USA,2834536.09,Medium Risk,True,69.36,71.73,67.52,65.06,3,Conditional Approval,True
SUP-000561,2023,4,SUP-0138,"Jackson, Miller and Robertson",Logistics,USA,2834536.09,Medium Risk,True,69.66,71.02,70.93,74.2,2,Conditional Approval,True
SUP-000562,2023,1,SUP-0139,"Harvey, Davis and Crane",Raw Materials,Germany,4114153.21,High Risk,False,38.61,36.25,42.29,38.21,7,Failed,True
SUP-000563,2023,2,SUP-0139,"Harvey, Davis and Crane",Raw Materials,Germany,4114153.21,High Risk,False,59.32,53.38,59.39,52.76,7,Requires Improvement,True
SUP-000564,2023,1,SUP-0140,Chambers and Sons,Facilities Management,USA,3998669.54,Low Risk,True,90.31,87.19,94.85,88.79,2,Approved,True
SUP-000565,2023,2,SUP-0140,Chambers and Sons,Facilities Management,USA,3998669.54,Low Risk,True,88.47,89.89,89.98,84.93,1,Approved,True
SUP-000566,2023,3,SUP-0140,Chambers and Sons,Facilities Management,USA,3998669.54,Low Risk,True,84.83,86.36,78.08,80.84,0,Conditional Approval,False
SUP-000567,2023,1,SUP-0141,Hernandez Inc,Facilities Management,Vietnam,1867364.77,Medium Risk,False,77.51,76.6,79.36,77.95,2,Conditional Approval,True
SUP-000568,2023,1,SUP-0142,Riggs PLC,Logistics,India,1514476.91,Medium Risk,False,75.65,78.05,62.93,64.76,1,Conditional Approval,True
SUP-000569,2023,2,SUP-0142,Riggs PLC,Logistics,India,1514476.91,Medium Risk,False,64.31,60.75,64.53,61.55,2,Requires Improvement,True
SUP-000570,2023,1,SUP-0143,Gibson Ltd,Raw Materials,China,4296327.55,Low Risk,False,91.86,89.91,84.47,91.35,0,Approved,False
SUP-000571,2023,1,SUP-0144,"Lee, Horton and Snyder",Facilities Management,India,1556103.55,Medium Risk,False,57.92,59.43,61.46,57.95,7,Requires Improvement,True
SUP-000572,2023,2,SUP-0144,"Lee, Horton and Snyder",Facilities Management,India,1556103.55,Medium Risk,False,82.62,79.4,81.95,78.39,0,Conditional Approval,False
SUP-000573,2023,1,SUP-0145,Hernandez Ltd,Professional Services,Taiwan,3765244.49,Medium Risk,False,60.42,64.02,58.4,58.33,4,Requires Improvement,True
SUP-000574,2023,2,SUP-0145,Hernandez Ltd,Professional Services,Taiwan,3765244.49,Medium Risk,False,63.12,60.99,63.14,56.74,4,Requires Improvement,True
SUP-000575,2023,1,SUP-0146,Stafford Inc,Professional Services,China,4302201.37,Low Risk,False,95.43,94.67,80.78,96.83,1,Approved,True
SUP-000576,2023,1,SUP-0147,Robinson-Brock,IT Services,China,3765656.8,High Risk,True,60.71,54.89,53.76,58.83,3,Requires Improvement,True
SUP-000577,2023,2,SUP-0147,Robinson-Brock,IT Services,China,3765656.8,High Risk,True,56.65,59.37,51.03,51.93,4,Requires Improvement,True
SUP-000578,2023,3,SUP-0147,Robinson-Brock,IT Services,China,3765656.8,High Risk,True,50.2,50.84,42.81,53.51,8,Requires Improvement,True
SUP-000579,2023,4,SUP-0147,Robinson-Brock,IT Services,China,3765656.8,High Risk,True,44.46,44.68,41.58,38.04,5,Failed,True
SUP-000580,2023,1,SUP-0148,"Holmes, Williams and Wright",Facilities Management,China,3300722.78,High Risk,False,64.3,64.63,59.42,57.58,2,Requires Improvement,True
SUP-000581,2023,2,SUP-0148,"Holmes, Williams and Wright",Facilities Management,China,3300722.78,High Risk,False,49.91,55.45,49.17,49.0,7,Failed,True
SUP-000582,2023,1,SUP-0149,Bryant Group,Raw Materials,China,1928193.22,Low Risk,False,93.36,87.03,90.3,95.5,2,Approved,True
SUP-000583,2023,1,SUP-0150,"Schmidt, Hansen and Stewart",Raw Materials,Germany,3369810.8,Medium Risk,False,69.4,68.23,73.39,71.98,1,Conditional Approval,True
SUP-000584,2024,1,SUP-0001,"Rodriguez, Figueroa and Sanchez",Facilities Management,India,2820150.75,High Risk,False,62.68,60.6,59.92,62.45,2,Requires Improvement,True
SUP-000585,2024,2,SUP-0001,"Rodriguez, Figueroa and Sanchez",Facilities Management,India,2820150.75,High Risk,False,65.62,62.84,71.81,62.18,4,Conditional Approval,True
SUP-000586,2024,1,SUP-0002,Doyle Ltd,Professional Services,China,2386195.61,Low Risk,True,88.07,83.92,94.59,81.77,0,Approved,False
SUP-000587,2024,2,SUP-0002,Doyle Ltd,Professional Services,China,2386195.61,Low Risk,True,98.68,90.25,89.57,98.94,1,Approved,True
SUP-000588,2024,3,SUP-0002,Doyle Ltd,Professional Services,China,2386195.61,Low Risk,True,100.0,91.74,84.95,92.82,2,Approved,True
SUP-000589,2024,4,SUP-0002,Doyle Ltd,Professional Services,China,2386195.61,Low Risk,True,88.25,91.49,70.89,90.39,2,Approved,True
SUP-000590,2024,1,SUP-0003,"Mcclain, Miller and Henderson",Professional Services,India,1309435.92,High Risk,False,48.64,47.73,42.05,43.21,3,Failed,True
SUP-000591,2024,2,SUP-0003,"Mcclain, Miller and Henderson",Professional Services,India,1309435.92,High Risk,False,38.19,36.12,36.89,35.2,7,Failed,True
SUP-000592,2024,1,SUP-0004,Davis and Sons,Raw Materials,USA,4453846.45,Medium Risk,False,77.9,68.59,78.38,69.31,2,Conditional Approval,True
SUP-000593,2024,1,SUP-0005,"Guzman, Hoffman and Baldwin",Logistics,South Korea,4612837.62,Medium Risk,True,70.41,68.78,63.62,70.37,1,Conditional Approval,True
SUP-000594,2024,2,SUP-0005,"Guzman, Hoffman and Baldwin",Logistics,South Korea,4612837.62,Medium Risk,True,69.97,67.56,68.76,70.95,4,Conditional Approval,True
SUP-000595,2024,1,SUP-0006,"Gardner, Robinson and Lawrence",IT Services,China,1116465.58,Medium Risk,False,68.14,61.19,63.82,63.88,3,Conditional Approval,True
SUP-000596,2024,1,SUP-0007,Blake and Sons,Components,China,592914.11,Medium Risk,True,68.81,70.48,57.91,71.18,1,Conditional Approval,True
SUP-000597,2024,2,SUP-0007,Blake and Sons,Components,China,592914.11,Medium Risk,True,59.2,60.07,50.38,50.08,4,Requires Improvement,True
SUP-000598,2024,1,SUP-0008,"Henderson, Ramirez and Lewis",Facilities Management,Taiwan,1247842.57,Medium Risk,True,64.97,68.64,65.42,67.07,4,Requires Improvement,True
SUP-000599,2024,2,SUP-0008,"Henderson, Ramirez and Lewis",Facilities Management,Taiwan,1247842.57,Medium Risk,True,72.93,74.26,74.26,66.49,2,Conditional Approval,True
SUP-000600,2024,3,SUP-0008,"Henderson, Ramirez and Lewis",Facilities Management,Taiwan,1247842.57,Medium Risk,True,75.18,71.97,77.3,71.72,2,Conditional Approval,True
SUP-000601,2024,4,SUP-0008,"Henderson, Ramirez and Lewis",Facilities Management,Taiwan,1247842.57,Medium Risk,True,61.69,64.04,61.55,52.99,1,Requires Improvement,True
SUP-000602,2024,1,SUP-0009,Garcia-James,IT Services,India,1252681.84,Low Risk,False,78.82,70.03,74.63,81.37,3,Conditional Approval,True
SUP-000603,2024,2,SUP-0009,Garcia-James,IT Services,India,1252681.84,Low Risk,False,87.94,93.53,92.02,94.74,1,Approved,True
SUP-000604,2024,1,SUP-0010,Abbott-Munoz,Professional Services,USA,3259829.29,Medium Risk,False,85.39,90.71,87.35,87.27,0,Approved,False
SUP-000605,2024,1,SUP-0011,Blair PLC,Components,China,1926972.96,Low Risk,True,84.23,79.58,85.92,74.92,0,Conditional Approval,False
SUP-000606,2024,2,SUP-0011,Blair PLC,Components,China,1926972.96,Low Risk,True,88.63,83.34,81.78,86.95,1,Approved,True
SUP-000607,2024,1,SUP-0012,Dudley Group,Components,China,2075890.25,Low Risk,True,82.07,85.63,79.89,74.71,1,Conditional Approval,True
SUP-000608,2024,2,SUP-0012,Dudley Group,Components,China,2075890.25,Low Risk,True,85.03,80.69,75.22,79.11,0,Approved,False
SUP-000609,2024,3,SUP-0012,Dudley Group,Components,China,2075890.25,Low Risk,True,93.96,91.57,91.81,90.63,2,Approved,True
SUP-000610,2024,4,SUP-0012,Dudley Group,Components,China,2075890.25,Low Risk,True,81.78,77.12,73.48,80.9,0,Conditional Approval,False
SUP-000611,2024,1,SUP-0013,Arnold Ltd,Facilities Management,China,4043467.89,Medium Risk,False,68.51,66.18,61.32,66.21,1,Conditional Approval,True
SUP-000612,2024,1,SUP-0014,"Mcclure, Ward and Lee",Packaging,Vietnam,2728496.22,Low Risk,True,95.52,90.17,79.0,80.63,0,Approved,False
SUP-000613,2024,2,SUP-0014,"Mcclure, Ward and Lee",Packaging,Vietnam,2728496.22,Low Risk,True,95.16,92.69,91.07,87.66,1,Approved,True
SUP-000614,2024,1,SUP-0015,Williams and Sons,Raw Materials,India,4138475.4,High Risk,False,29.07,31.66,29.65,31.18,4,Failed,True
SUP-000615,2024,2,SUP-0015,Williams and Sons,Raw Materials,India,4138475.4,High Risk,False,50.43,50.56,42.09,50.53,8,Requires Improvement,True
SUP-000616,2024,1,SUP-0016,Galloway-Wyatt,Professional Services,USA,556217.87,Medium Risk,False,73.41,68.37,78.17,71.38,3,Conditional Approval,True
SUP-000617,2024,1,SUP-0017,James Group,Raw Materials,China,2122124.28,Low Risk,False,80.48,72.93,79.91,71.52,0,Conditional Approval,False
SUP-000618,2024,1,SUP-0018,"Flowers, Martin and Kelly",Professional Services,India,4689048.93,High Risk,False,64.33,63.66,63.16,60.45,3,Requires Improvement,True
SUP-000619,2024,2,SUP-0018,"Flowers, Martin and Kelly",Professional Services,India,4689048.93,High Risk,False,44.69,45.28,48.63,42.58,8,Failed,True
SUP-000620,2024,1,SUP-0019,"Adams, Zuniga and Wong",Facilities Management,Taiwan,273255.23,Medium Risk,False,68.96,66.41,65.1,62.48,4,Conditional Approval,True
SUP-000621,2024,1,SUP-0020,"Reid, Ferguson and Sanchez",Components,Mexico,4942828.13,Low Risk,False,85.29,86.7,87.43,80.13,1,Approved,True
SUP-000622,2024,2,SUP-0020,"Reid, Ferguson and Sanchez",Components,Mexico,4942828.13,Low Risk,False,86.78,91.43,82.7,84.03,2,Approved,True
SUP-000623,2024,1,SUP-0021,Gray-Mayo,Raw Materials,Vietnam,3358554.15,Low Risk,True,94.41,94.55,91.18,81.41,1,Approved,True
SUP-000624,2024,2,SUP-0021,Gray-Mayo,Raw Materials,Vietnam,3358554.15,Low Risk,True,88.03,84.79,90.06,86.99,0,Approved,False
SUP-000625,2024,3,SUP-0021,Gray-Mayo,Raw Materials,Vietnam,3358554.15,Low Risk,True,100.0,94.3,86.61,93.48,0,Approved,False
SUP-000626,2024,4,SUP-0021,Gray-Mayo,Raw Materials,Vietnam,3358554.15,Low Risk,True,87.3,84.78,77.2,79.46,1,Approved,True
SUP-000627,2024,1,SUP-0022,"Watts, Robinson and Nguyen",Professional Services,China,4321179.71,High Risk,True,52.32,45.86,55.52,44.96,7,Requires Improvement,True
SUP-000628,2024,2,SUP-0022,"Watts, Robinson and Nguyen",Professional Services,China,4321179.71,High Risk,True,69.82,63.0,74.98,67.55,2,Conditional Approval,True
SUP-000629,2024,3,SUP-0022,"Watts, Robinson and Nguyen",Professional Services,China,4321179.71,High Risk,True,59.44,58.08,57.61,62.83,8,Requires Improvement,True
SUP-000630,2024,4,SUP-0022,"Watts, Robinson and Nguyen",Professional Services,China,4321179.71,High Risk,True,64.77,63.91,74.09,58.54,4,Requires Improvement,True
SUP-000631,2024,1,SUP-0023,Perez Inc,Packaging,USA,852904.65,Medium Risk,False,85.49,80.37,69.49,83.54,1,Approved,True
SUP-000632,2024,1,SUP-0024,Morales-Jones,Components,India,3700060.91,Medium Risk,False,76.5,72.24,77.74,79.64,2,Conditional Approval,True
SUP-000633,2024,2,SUP-0024,Morales-Jones,Components,India,3700060.91,Medium Risk,False,65.66,67.25,58.86,62.42,4,Conditional Approval,True
SUP-000634,2024,1,SUP-0025,"Walter, Edwards and Rios",Energy,South Korea,4647997.19,Low Risk,False,94.44,100.0,80.98,80.8,1,Approved,True
SUP-000635,2024,1,SUP-0026,Wilkerson-Day,IT Services,China,2091162.22,Medium Risk,True,74.11,69.44,70.99,74.8,2,Conditional Approval,True
SUP-000636,2024,2,SUP-0026,Wilkerson-Day,IT Services,China,2091162.22,Medium Risk,True,71.85,75.43,65.43,68.88,2,Conditional Approval,True
SUP-000637,2024,3,SUP-0026,Wilkerson-Day,IT Services,China,2091162.22,Medium Risk,True,67.9,69.05,68.85,67.1,3,Conditional Approval,True
SUP-000638,2024,4,SUP-0026,Wilkerson-Day,IT Services,China,2091162.22,Medium Risk,True,82.05,82.73,82.91,84.53,0,Conditional Approval,False
SUP-000639,2024,1,SUP-0027,Baker and Sons,Energy,India,3180701.41,High Risk,False,,65.99,63.29,65.9,2,Requires Improvement,True
SUP-000640,2024,1,SUP-0028,"Hoffman, Baker and Richards",IT Services,Other,2326932.34,Medium Risk,False,70.71,71.36,60.82,62.43,2,Conditional Approval,True
SUP-000641,2024,2,SUP-0028,"Hoffman, Baker and Richards",IT Services,Other,2326932.34,Medium Risk,False,77.1,76.11,72.63,80.59,1,Conditional Approval,True
SUP-000642,2024,1,SUP-0029,"Ross, Robinson and Bright",Packaging,Brazil,2570067.79,Medium Risk,False,83.95,80.51,84.89,87.49,1,Conditional Approval,True
SUP-000643,2024,2,SUP-0029,"Ross, Robinson and Bright",Packaging,Brazil,2570067.79,Medium Risk,False,74.04,75.25,64.3,70.32,2,Conditional Approval,True
SUP-000644,2024,1,SUP-0030,"Snyder, Campos and Callahan",Energy,Germany,2953574.7,Low Risk,False,85.22,82.23,87.33,82.85,1,Approved,True
SUP-000645,2024,1,SUP-0031,Burton Ltd,Packaging,Germany,137009.27,Medium Risk,False,74.87,72.84,62.85,68.23,3,Conditional Approval,True
SUP-000646,2024,2,SUP-0031,Burton Ltd,Packaging,Germany,137009.27,Medium Risk,False,68.28,63.36,56.85,69.73,4,Conditional Approval,True
SUP-000647,2024,1,SUP-0032,Carlson-Cruz,Facilities Management,Mexico,1137338.08,Medium Risk,False,74.43,71.76,68.77,70.73,1,Conditional Approval,True
SUP-000648,2024,2,SUP-0032,Carlson-Cruz,Facilities Management,Mexico,1137338.08,Medium Risk,False,80.94,75.34,80.63,78.67,2,Conditional Approval,True
SUP-000649,2024,1,SUP-0033,"Ferrell, Rice and Maddox",Energy,USA,156378.41,Low Risk,False,88.81,88.23,83.11,78.94,2,Approved,True
SUP-000650,2024,2,SUP-0033,"Ferrell, Rice and Maddox",Energy,USA,156378.41,Low Risk,False,85.93,87.07,72.49,88.32,1,Approved,True
SUP-000651,2024,1,SUP-0034,Frazier Inc,Energy,South Korea,3424329.91,Medium Risk,True,67.32,61.44,57.63,59.82,3,Conditional Approval,True
SUP-000652,2024,2,SUP-0034,Frazier Inc,Energy,South Korea,3424329.91,Medium Risk,True,77.45,72.24,70.07,70.8,3,Conditional Approval,True
SUP-000653,2024,3,SUP-0034,Frazier Inc,Energy,South Korea,3424329.91,Medium Risk,True,67.23,63.16,63.44,65.0,2,Conditional Approval,True
SUP-000654,2024,1,SUP-0035,"Dyer, Potter and Mack",Components,China,1492310.87,Low Risk,False,88.86,88.01,89.72,82.27,0,Approved,False
SUP-000655,2024,2,SUP-0035,"Dyer, Potter and Mack",Components,China,1492310.87,Low Risk,False,81.45,73.76,73.5,75.29,0,Conditional Approval,False
SUP-000656,2024,1,SUP-0036,Rodriguez-Graham,Components,USA,3594751.62,Low Risk,False,85.7,82.52,80.35,86.23,0,Approved,False
SUP-000657,2024,2,SUP-0036,Rodriguez-Graham,Components,USA,3594751.62,Low Risk,False,,88.96,75.07,75.4,1,Conditional Approval,True
SUP-000658,2024,1,SUP-0037,Smith-Bowen,IT Services,USA,3142843.5,Medium Risk,False,62.08,64.99,58.64,61.04,4,Requires Improvement,True
SUP-000659,2024,2,SUP-0037,Smith-Bowen,IT Services,USA,3142843.5,Medium Risk,False,64.12,69.4,54.71,60.81,2,Requires Improvement,True
SUP-000660,2024,1,SUP-0038,"Baker, Mason and White",Raw Materials,India,4331901.01,Medium Risk,False,63.96,67.99,64.44,57.62,4,Requires Improvement,True
SUP-000661,2024,2,SUP-0038,"Baker, Mason and White",Raw Materials,India,4331901.01,Medium Risk,False,65.91,66.43,65.0,60.22,3,Conditional Approval,True
SUP-000662,2024,1,SUP-0039,Harrell LLC,Logistics,USA,1075555.67,Low Risk,True,89.39,83.08,86.08,79.73,1,Approved,True
SUP-000663,2024,2,SUP-0039,Harrell LLC,Logistics,USA,1075555.67,Low Risk,True,91.68,94.67,91.75,92.73,1,Approved,True
SUP-000664,2024,3,SUP-0039,Harrell LLC,Logistics,USA,1075555.67,Low Risk,True,86.32,87.99,75.5,85.48,2,Approved,True
SUP-000665,2024,1,SUP-0040,"Romero, Gonzalez and Brooks",Components,India,91391.97,Medium Risk,True,85.15,87.37,90.84,78.35,0,Approved,False
SUP-000666,2024,2,SUP-0040,"Romero, Gonzalez and Brooks",Components,India,91391.97,Medium Risk,True,69.95,63.98,64.23,66.41,4,Conditional Approval,True
SUP-000667,2024,3,SUP-0040,"Romero, Gonzalez and Brooks",Components,India,91391.97,Medium Risk,True,65.44,60.6,55.74,61.23,4,Conditional Approval,True
SUP-000668,2024,4,SUP-0040,"Romero, Gonzalez and Brooks",Components,India,91391.97,Medium Risk,True,64.6,66.52,62.18,58.56,3,Requires Improvement,True
SUP-000669,2024,1,SUP-0041,Ryan PLC,Professional Services,China,2357221.53,Medium Risk,False,64.21,65.28,67.15,62.84,4,Requires Improvement,True
SUP-000670,2024,1,SUP-0042,George Group,Components,China,958105.29,Medium Risk,True,83.7,76.3,75.81,83.86,0,Conditional Approval,False
SUP-000671,2024,2,SUP-0042,George Group,Components,China,958105.29,Medium Risk,True,69.94,70.28,61.67,60.36,3,Conditional Approval,True
SUP-000672,2024,3,SUP-0042,George Group,Components,China,958105.29,Medium Risk,True,86.93,80.84,91.89,83.44,2,Approved,True
SUP-000673,2024,4,SUP-0042,George Group,Components,China,958105.29,Medium Risk,True,80.97,77.27,77.74,78.4,1,Conditional Approval,True
SUP-000674,2024,1,SUP-0043,Rodriguez LLC,Professional Services,China,4236892.83,Low Risk,True,83.37,86.01,81.91,88.32,1,Conditional Approval,True
SUP-000675,2024,2,SUP-0043,Rodriguez LLC,Professional Services,China,4236892.83,Low Risk,True,76.7,62.81,73.6,67.91,4,Conditional Approval,True
SUP-000676,2024,1,SUP-0044,Allen-Allen,Components,India,1561132.34,Medium Risk,False,83.15,80.3,80.89,77.0,0,Conditional Approval,False
SUP-000677,2024,2,SUP-0044,Allen-Allen,Components,India,1561132.34,Medium Risk,False,83.68,81.88,74.51,83.96,2,Conditional Approval,True
SUP-000678,2024,1,SUP-0045,"Arroyo, Miller and Tucker",IT Services,China,603937.94,Low Risk,False,97.39,91.67,89.26,87.42,1,Approved,True
SUP-000679,2024,1,SUP-0046,Spence PLC,Components,China,3424283.86,Medium Risk,True,63.98,65.4,61.47,64.38,1,Requires Improvement,True
SUP-000680,2024,2,SUP-0046,Spence PLC,Components,China,3424283.86,Medium Risk,True,67.99,69.46,72.59,67.21,1,Conditional Approval,True
SUP-000681,2024,3,SUP-0046,Spence PLC,Components,China,3424283.86,Medium Risk,True,80.45,73.68,79.93,72.7,0,Conditional Approval,False
SUP-000682,2024,4,SUP-0046,Spence PLC,Components,China,3424283.86,Medium Risk,True,78.19,80.07,64.83,75.23,3,Conditional Approval,True
SUP-000683,2024,1,SUP-0047,Anderson Group,Components,USA,3248023.71,Medium Risk,False,82.36,77.45,79.92,85.57,0,Conditional Approval,False
SUP-000684,2024,1,SUP-0048,"Martin, Rose and Obrien",Facilities Management,Mexico,4100556.58,High Risk,False,60.29,61.6,51.62,54.49,1,Requires Improvement,True
SUP-000685,2024,2,SUP-0048,"Martin, Rose and Obrien",Facilities Management,Mexico,4100556.58,High Risk,False,29.91,28.59,31.01,26.64,6,Failed,True
SUP-000686,2024,1,SUP-0049,Hickman Ltd,Packaging,Germany,69123.86,Low Risk,False,96.05,95.34,84.58,86.3,1,Approved,True
SUP-000687,2024,1,SUP-0050,"Harris, Collins and Carney",Packaging,USA,2811994.26,Low Risk,False,89.48,88.15,74.0,82.29,0,Approved,False
SUP-000688,2024,2,SUP-0050,"Harris, Collins and Carney",Packaging,USA,2811994.26,Low Risk,False,84.33,79.48,74.92,81.2,2,Conditional Approval,True
SUP-000689,2024,1,SUP-0051,"Brooks, Lam and Hayes",IT Services,China,4976617.11,Low Risk,False,95.29,98.8,99.42,90.61,0,Approved,False
SUP-000690,2024,1,SUP-0052,Walker LLC,Professional Services,Brazil,2321322.63,Low Risk,True,82.59,80.39,74.54,74.55,0,Conditional Approval,False
SUP-000691,2024,2,SUP-0052,Walker LLC,Professional Services,Brazil,2321322.63,Low Risk,True,88.85,91.06,83.58,87.4,1,Approved,True
SUP-000692,2024,1,SUP-0053,Chapman and Sons,IT Services,Brazil,3656564.78,Medium Risk,False,76.31,73.74,74.12,65.84,1,Conditional Approval,True
SUP-000693,2024,2,SUP-0053,Chapman and Sons,IT Services,Brazil,3656564.78,Medium Risk,False,64.46,69.7,62.77,65.57,4,Requires Improvement,True
SUP-000694,2024,1,SUP-0054,"Robinson, Jones and Welch",Logistics,China,1411618.31,Medium Risk,False,74.85,71.09,63.94,74.66,4,Conditional Approval,True
SUP-000695,2024,1,SUP-0055,Jones Inc,Professional Services,USA,3698747.67,Medium Risk,False,75.83,74.22,72.78,78.5,2,Conditional Approval,True
SUP-000696,2024,1,SUP-0056,Jones-Young,IT Services,Germany,4764055.44,Medium Risk,False,69.43,64.77,70.85,60.87,1,Conditional Approval,True
SUP-000697,2024,1,SUP-0057,"Washington, Ryan and Cummings",IT Services,India,4400450.23,Low Risk,False,88.7,89.46,77.39,87.76,1,Approved,True
SUP-000698,2024,1,SUP-0058,"Johnston, Sanchez and Kennedy",Logistics,South Korea,291076.24,Medium Risk,False,66.09,66.32,70.13,66.39,3,Conditional Approval,True
