record_id,year,month,month_name,quarter,fiscal_period,facility_id,facility_name,country,region,policy_area,board_independence_pct,policy_compliance_pct,total_audit_findings,resolved_findings,open_findings,avg_resolution_days,whistleblower_per_1k,data_breach_incidents,regulatory_fines_usd,compliance_training_pct,board_status,compliance_status,resolution_status,fine_flag
GOV-0003822,2024,8,August,Q3,2024-08-01,FAC-011,Monterrey Plant,Mexico,Latin America,Data Privacy,56.81,85.93,5,4,1,40.6,3.17,0,0.0,82.38,Below Target,Near Compliant,Slightly Delayed,False
GOV-0003823,2024,8,August,Q3,2024-08-01,FAC-011,Monterrey Plant,Mexico,Latin America,Environmental,49.88,87.01,0,0,0,45.0,3.25,0,0.0,81.76,Below Target,Near Compliant,Slightly Delayed,False
GOV-0003824,2024,8,August,Q3,2024-08-01,FAC-011,Monterrey Plant,Mexico,Latin America,Health & Safety,51.14,86.7,4,3,1,45.2,2.91,0,0.0,82.91,Below Target,Near Compliant,Significantly Delayed,False
GOV-0003825,2024,8,August,Q3,2024-08-01,FAC-011,Monterrey Plant,Mexico,Latin America,Human Rights,49.7,90.98,1,0,1,37.2,2.81,0,0.0,86.31,Below Target,Near Compliant,Slightly Delayed,False
GOV-0003826,2024,8,August,Q3,2024-08-01,FAC-011,Monterrey Plant,Mexico,Latin America,Whistleblower,50.5,86.48,4,2,2,41.0,3.59,0,0.0,87.78,Below Target,Near Compliant,Slightly Delayed,False
GOV-0003827,2024,8,August,Q3,2024-08-01,FAC-011,Monterrey Plant,Mexico,Latin America,Code of Conduct,57.26,88.67,5,4,1,42.2,2.68,0,0.0,85.31,Below Target,Near Compliant,Slightly Delayed,False
GOV-0003828,2024,8,August,Q3,2024-08-01,FAC-011,Monterrey Plant,Mexico,Latin America,Conflict of Interest,50.08,88.24,3,2,1,35.9,2.87,0,0.0,80.61,Below Target,Near Compliant,Slightly Delayed,False
GOV-0003829,2024,8,August,Q3,2024-08-01,FAC-011,Monterrey Plant,Mexico,Latin America,Supplier Standards,56.82,90.5,5,3,2,39.9,2.44,0,0.0,79.58,Below Target,Near Compliant,Slightly Delayed,False
GOV-0003830,2024,8,August,Q3,2024-08-01,FAC-011,Monterrey Plant,Mexico,Latin America,Information Security,52.54,86.96,2,1,1,43.4,3.14,0,0.0,83.52,Below Target,Near Compliant,Slightly Delayed,False
GOV-0003831,2024,8,August,Q3,2024-08-01,FAC-012,Sao Paulo Operations,Brazil,Latin America,Anti-Corruption,53.19,87.95,1,0,1,42.8,3.18,0,0.0,86.7,Below Target,Near Compliant,Slightly Delayed,False
GOV-0003832,2024,8,August,Q3,2024-08-01,FAC-012,Sao Paulo Operations,Brazil,Latin America,Data Privacy,51.36,86.07,3,1,2,35.7,3.1,0,0.0,82.14,Below Target,Near Compliant,Slightly Delayed,False
GOV-0003833,2024,8,August,Q3,2024-08-01,FAC-012,Sao Paulo Operations,Brazil,Latin America,Environmental,56.17,84.75,5,3,2,35.9,2.9,0,0.0,81.37,Below Target,Non-Compliant,Slightly Delayed,False
GOV-0003834,2024,8,August,Q3,2024-08-01,FAC-012,Sao Paulo Operations,Brazil,Latin America,Health & Safety,55.37,87.65,5,3,2,40.2,3.11,0,0.0,84.25,Below Target,Near Compliant,Slightly Delayed,False
GOV-0003835,2024,8,August,Q3,2024-08-01,FAC-012,Sao Paulo Operations,Brazil,Latin America,Human Rights,52.66,87.7,2,1,1,34.4,3.06,0,0.0,84.77,Below Target,Near Compliant,Slightly Delayed,False
GOV-0003836,2024,8,August,Q3,2024-08-01,FAC-012,Sao Paulo Operations,Brazil,Latin America,Whistleblower,50.3,90.08,1,0,1,41.4,3.05,0,0.0,79.83,Below Target,Near Compliant,Slightly Delayed,False
GOV-0003837,2024,8,August,Q3,2024-08-01,FAC-012,Sao Paulo Operations,Brazil,Latin America,Code of Conduct,56.99,88.14,5,3,2,43.7,2.3,0,0.0,86.74,Below Target,Near Compliant,Slightly Delayed,False
GOV-0003838,2024,8,August,Q3,2024-08-01,FAC-012,Sao Paulo Operations,Brazil,Latin America,Conflict of Interest,50.51,89.41,1,0,1,40.5,2.62,0,0.0,83.81,Below Target,Near Compliant,Slightly Delayed,False
GOV-0003839,2024,8,August,Q3,2024-08-01,FAC-012,Sao Paulo Operations,Brazil,Latin America,Supplier Standards,52.22,87.15,5,4,1,36.4,2.72,0,0.0,82.93,Below Target,Near Compliant,Slightly Delayed,False
GOV-0003840,2024,8,August,Q3,2024-08-01,FAC-012,Sao Paulo Operations,Brazil,Latin America,Information Security,48.87,88.31,4,3,1,36.4,2.87,0,0.0,78.57,Below Target,Near Compliant,Slightly Delayed,False
GOV-0003841,2024,9,September,Q3,2024-09-01,FAC-001,Chicago Main Plant,USA,North America,Anti-Corruption,49.18,89.05,1,0,1,36.0,2.84,0,0.0,86.1,Below Target,Near Compliant,Slightly Delayed,False
GOV-0003842,2024,9,September,Q3,2024-09-01,FAC-001,Chicago Main Plant,USA,North America,Data Privacy,53.32,86.85,0,0,0,42.4,3.01,0,0.0,84.73,Below Target,Near Compliant,Slightly Delayed,False
GOV-0003843,2024,9,September,Q3,2024-09-01,FAC-001,Chicago Main Plant,USA,North America,Environmental,52.12,90.34,1,0,1,38.4,3.11,0,0.0,85.69,Below Target,Near Compliant,Slightly Delayed,False
GOV-0003844,2024,9,September,Q3,2024-09-01,FAC-001,Chicago Main Plant,USA,North America,Health & Safety,51.88,86.86,3,2,1,39.2,3.28,0,0.0,85.64,Below Target,Near Compliant,Slightly Delayed,False
GOV-0003845,2024,9,September,Q3,2024-09-01,FAC-001,Chicago Main Plant,USA,North America,Human Rights,53.02,88.5,5,4,1,39.5,3.21,0,0.0,81.99,Below Target,Near Compliant,Slightly Delayed,False
GOV-0003846,2024,9,September,Q3,2024-09-01,FAC-001,Chicago Main Plant,USA,North America,Whistleblower,53.7,86.35,3,2,1,37.8,2.61,0,0.0,82.61,Below Target,Near Compliant,Slightly Delayed,False
GOV-0003847,2024,9,September,Q3,2024-09-01,FAC-001,Chicago Main Plant,USA,North America,Code of Conduct,50.17,86.99,4,3,1,39.6,3.15,0,0.0,81.11,Below Target,Near Compliant,Slightly Delayed,False
GOV-0003848,2024,9,September,Q3,2024-09-01,FAC-001,Chicago Main Plant,USA,North America,Conflict of Interest,54.19,88.53,2,1,1,41.4,2.95,0,0.0,84.39,Below Target,Near Compliant,Slightly Delayed,False
GOV-0003849,2024,9,September,Q3,2024-09-01,FAC-001,Chicago Main Plant,USA,North America,Supplier Standards,49.78,84.16,3,1,2,45.5,2.74,0,0.0,80.68,Below Target,Non-Compliant,Significantly Delayed,False
GOV-0003850,2024,9,September,Q3,2024-09-01,FAC-001,Chicago Main Plant,USA,North America,Information Security,50.46,84.36,3,1,2,41.7,3.08,0,0.0,83.48,Below Target,Non-Compliant,Slightly Delayed,False
GOV-0003851,2024,9,September,Q3,2024-09-01,FAC-002,Detroit Assembly,USA,North America,Anti-Corruption,57.9,86.37,1,0,1,47.5,3.03,0,0.0,85.58,Below Target,Near Compliant,Significantly Delayed,False
GOV-0003852,2024,9,September,Q3,2024-09-01,FAC-002,Detroit Assembly,USA,North America,Data Privacy,47.76,86.81,0,0,0,40.5,3.18,0,0.0,79.75,Below Target,Near Compliant,Slightly Delayed,False
GOV-0003853,2024,9,September,Q3,2024-09-01,FAC-002,Detroit Assembly,USA,North America,Environmental,56.07,86.82,5,4,1,37.9,3.39,0,0.0,82.78,Below Target,Near Compliant,Slightly Delayed,False
GOV-0003854,2024,9,September,Q3,2024-09-01,FAC-002,Detroit Assembly,USA,North America,Health & Safety,49.82,85.75,4,2,2,42.0,3.06,0,0.0,80.72,Below Target,Near Compliant,Slightly Delayed,False
GOV-0003855,2024,9,September,Q3,2024-09-01,FAC-002,Detroit Assembly,USA,North America,Human Rights,51.99,88.27,3,2,1,37.0,3.35,0,0.0,81.7,Below Target,Near Compliant,Slightly Delayed,False
GOV-0003856,2024,9,September,Q3,2024-09-01,FAC-002,Detroit Assembly,USA,North America,Whistleblower,55.68,88.64,2,1,1,39.2,3.61,0,0.0,82.67,Below Target,Near Compliant,Slightly Delayed,False
GOV-0003857,2024,9,September,Q3,2024-09-01,FAC-002,Detroit Assembly,USA,North America,Code of Conduct,53.49,86.09,0,0,0,41.3,2.81,0,0.0,81.91,Below Target,Near Compliant,Slightly Delayed,False
GOV-0003858,2024,9,September,Q3,2024-09-01,FAC-002,Detroit Assembly,USA,North America,Conflict of Interest,51.53,93.45,1,0,1,39.2,2.76,0,0.0,84.21,Below Target,Near Compliant,Slightly Delayed,False
GOV-0003859,2024,9,September,Q3,2024-09-01,FAC-002,Detroit Assembly,USA,North America,Supplier Standards,52.76,85.16,4,3,1,37.0,2.95,0,0.0,84.98,Below Target,Near Compliant,Slightly Delayed,False
GOV-0003860,2024,9,September,Q3,2024-09-01,FAC-002,Detroit Assembly,USA,North America,Information Security,51.42,85.75,2,1,1,39.5,3.17,0,0.0,82.77,Below Target,Near Compliant,Slightly Delayed,False
GOV-0003861,2024,9,September,Q3,2024-09-01,FAC-003,Toronto Operations,Canada,North America,Anti-Corruption,54.04,89.11,2,1,1,37.3,3.32,0,0.0,83.21,Below Target,Near Compliant,Slightly Delayed,False
GOV-0003862,2024,9,September,Q3,2024-09-01,FAC-003,Toronto Operations,Canada,North America,Data Privacy,53.61,85.23,2,1,1,35.5,3.05,0,0.0,80.98,Below Target,Near Compliant,Slightly Delayed,False
GOV-0003863,2024,9,September,Q3,2024-09-01,FAC-003,Toronto Operations,Canada,North America,Environmental,52.3,86.96,0,0,0,38.7,3.54,0,0.0,83.09,Below Target,Near Compliant,Slightly Delayed,False
GOV-0003864,2024,9,September,Q3,2024-09-01,FAC-003,Toronto Operations,Canada,North America,Health & Safety,53.23,85.63,1,0,1,45.5,3.01,0,0.0,84.59,Below Target,Near Compliant,Significantly Delayed,False
GOV-0003865,2024,9,September,Q3,2024-09-01,FAC-003,Toronto Operations,Canada,North America,Human Rights,52.99,87.86,1,0,1,42.7,3.28,0,0.0,83.18,Below Target,Near Compliant,Slightly Delayed,False
GOV-0003866,2024,9,September,Q3,2024-09-01,FAC-003,Toronto Operations,Canada,North America,Whistleblower,52.92,91.27,0,0,0,42.1,2.63,0,0.0,85.03,Below Target,Near Compliant,Slightly Delayed,False
GOV-0003867,2024,9,September,Q3,2024-09-01,FAC-003,Toronto Operations,Canada,North America,Code of Conduct,54.37,84.17,2,1,1,41.4,2.82,0,0.0,82.94,Below Target,Non-Compliant,Slightly Delayed,False
GOV-0003868,2024,9,September,Q3,2024-09-01,FAC-003,Toronto Operations,Canada,North America,Conflict of Interest,54.2,86.0,3,2,1,34.6,3.36,0,0.0,86.53,Below Target,Near Compliant,Slightly Delayed,False
GOV-0003869,2024,9,September,Q3,2024-09-01,FAC-003,Toronto Operations,Canada,North America,Supplier Standards,48.39,87.57,3,1,2,42.6,3.16,0,0.0,85.37,Below Target,Near Compliant,Slightly Delayed,False
GOV-0003870,2024,9,September,Q3,2024-09-01,FAC-003,Toronto Operations,Canada,North America,Information Security,54.45,85.9,5,4,1,48.0,3.42,0,0.0,84.6,Below Target,Near Compliant,Significantly Delayed,False
GOV-0003871,2024,9,September,Q3,2024-09-01,FAC-004,Munich Precision Works,Germany,Europe,Anti-Corruption,52.11,85.25,0,0,0,42.8,3.2,0,0.0,83.35,Below Target,Near Compliant,Slightly Delayed,False
GOV-0003872,2024,9,September,Q3,2024-09-01,FAC-004,Munich Precision Works,Germany,Europe,Data Privacy,52.27,83.73,5,4,1,40.8,3.16,0,0.0,83.71,Below Target,Non-Compliant,Slightly Delayed,False
GOV-0003873,2024,9,September,Q3,2024-09-01,FAC-004,Munich Precision Works,Germany,Europe,Environmental,50.02,90.46,1,0,1,40.2,2.98,0,0.0,85.5,Below Target,Near Compliant,Slightly Delayed,False
GOV-0003874,2024,9,September,Q3,2024-09-01,FAC-004,Munich Precision Works,Germany,Europe,Health & Safety,52.85,85.21,0,0,0,40.0,3.09,0,0.0,80.28,Below Target,Near Compliant,Slightly Delayed,False
GOV-0003875,2024,9,September,Q3,2024-09-01,FAC-004,Munich Precision Works,Germany,Europe,Human Rights,52.56,89.2,1,0,1,40.9,2.71,0,0.0,87.4,Below Target,Near Compliant,Slightly Delayed,False
GOV-0003876,2024,9,September,Q3,2024-09-01,FAC-004,Munich Precision Works,Germany,Europe,Whistleblower,55.52,87.39,2,1,1,38.5,3.29,0,0.0,83.5,Below Target,Near Compliant,Slightly Delayed,False
GOV-0003877,2024,9,September,Q3,2024-09-01,FAC-004,Munich Precision Works,Germany,Europe,Code of Conduct,55.2,86.51,1,0,1,41.5,3.14,0,0.0,84.9,Below Target,Near Compliant,Slightly Delayed,False
GOV-0003878,2024,9,September,Q3,2024-09-01,FAC-004,Munich Precision Works,Germany,Europe,Conflict of Interest,52.27,91.03,4,2,2,41.9,2.86,0,0.0,82.42,Below Target,Near Compliant,Slightly Delayed,False
GOV-0003879,2024,9,September,Q3,2024-09-01,FAC-004,Munich Precision Works,Germany,Europe,Supplier Standards,51.49,82.79,4,3,1,39.9,3.14,0,0.0,80.76,Below Target,Non-Compliant,Slightly Delayed,False
GOV-0003880,2024,9,September,Q3,2024-09-01,FAC-004,Munich Precision Works,Germany,Europe,Information Security,52.6,85.26,5,4,1,42.6,2.88,0,0.0,84.31,Below Target,Near Compliant,Slightly Delayed,False
GOV-0003881,2024,9,September,Q3,2024-09-01,FAC-005,Stuttgart Engineering,Germany,Europe,Anti-Corruption,54.23,88.67,0,0,0,44.2,2.53,0,0.0,85.22,Below Target,Near Compliant,Slightly Delayed,False
GOV-0003882,2024,9,September,Q3,2024-09-01,FAC-005,Stuttgart Engineering,Germany,Europe,Data Privacy,51.96,87.33,2,1,1,42.6,3.43,0,0.0,84.01,Below Target,Near Compliant,Slightly Delayed,False
GOV-0003883,2024,9,September,Q3,2024-09-01,FAC-005,Stuttgart Engineering,Germany,Europe,Environmental,48.9,83.27,2,1,1,32.2,3.17,0,0.0,82.75,Below Target,Non-Compliant,Slightly Delayed,False
GOV-0003884,2024,9,September,Q3,2024-09-01,FAC-005,Stuttgart Engineering,Germany,Europe,Health & Safety,54.46,87.49,5,4,1,44.0,3.0,0,0.0,82.26,Below Target,Near Compliant,Slightly Delayed,False
GOV-0003885,2024,9,September,Q3,2024-09-01,FAC-005,Stuttgart Engineering,Germany,Europe,Human Rights,51.5,88.92,5,4,1,42.2,3.17,0,0.0,83.01,Below Target,Near Compliant,Slightly Delayed,False
GOV-0003886,2024,9,September,Q3,2024-09-01,FAC-005,Stuttgart Engineering,Germany,Europe,Whistleblower,52.47,87.7,3,2,1,46.2,3.19,0,0.0,83.34,Below Target,Near Compliant,Significantly Delayed,False
GOV-0003887,2024,9,September,Q3,2024-09-01,FAC-005,Stuttgart Engineering,Germany,Europe,Code of Conduct,56.79,88.62,4,2,2,40.0,3.15,0,0.0,83.93,Below Target,Near Compliant,Slightly Delayed,False
GOV-0003888,2024,9,September,Q3,2024-09-01,FAC-005,Stuttgart Engineering,Germany,Europe,Conflict of Interest,53.7,87.99,1,0,1,36.9,2.94,0,0.0,84.13,Below Target,Near Compliant,Slightly Delayed,False
GOV-0003889,2024,9,September,Q3,2024-09-01,FAC-005,Stuttgart Engineering,Germany,Europe,Supplier Standards,52.45,87.18,2,1,1,40.4,3.22,0,0.0,78.45,Below Target,Near Compliant,Slightly Delayed,False
GOV-0003890,2024,9,September,Q3,2024-09-01,FAC-005,Stuttgart Engineering,Germany,Europe,Information Security,51.3,87.69,3,2,1,37.3,2.87,0,0.0,81.97,Below Target,Near Compliant,Slightly Delayed,False
GOV-0003891,2024,9,September,Q3,2024-09-01,FAC-006,Rotterdam Hub,Netherlands,Europe,Anti-Corruption,52.8,90.53,3,2,1,39.2,2.91,0,0.0,76.74,Below Target,Near Compliant,Slightly Delayed,False
GOV-0003892,2024,9,September,Q3,2024-09-01,FAC-006,Rotterdam Hub,Netherlands,Europe,Data Privacy,55.43,87.92,0,0,0,36.9,2.88,0,0.0,87.16,Below Target,Near Compliant,Slightly Delayed,False
GOV-0003893,2024,9,September,Q3,2024-09-01,FAC-006,Rotterdam Hub,Netherlands,Europe,Environmental,52.51,91.28,2,1,1,39.4,3.03,0,0.0,79.7,Below Target,Near Compliant,Slightly Delayed,False
GOV-0003894,2024,9,September,Q3,2024-09-01,FAC-006,Rotterdam Hub,Netherlands,Europe,Health & Safety,53.36,85.17,0,0,0,37.1,2.87,0,0.0,82.76,Below Target,Near Compliant,Slightly Delayed,False
GOV-0003895,2024,9,September,Q3,2024-09-01,FAC-006,Rotterdam Hub,Netherlands,Europe,Human Rights,49.52,89.22,3,2,1,37.9,3.11,0,28025.3,89.74,Below Target,Near Compliant,Slightly Delayed,True
GOV-0003896,2024,9,September,Q3,2024-09-01,FAC-006,Rotterdam Hub,Netherlands,Europe,Whistleblower,50.27,88.35,3,1,2,41.1,2.74,0,0.0,81.13,Below Target,Near Compliant,Slightly Delayed,False
GOV-0003897,2024,9,September,Q3,2024-09-01,FAC-006,Rotterdam Hub,Netherlands,Europe,Code of Conduct,54.28,85.84,1,0,1,40.8,3.33,0,0.0,86.15,Below Target,Near Compliant,Slightly Delayed,False
GOV-0003898,2024,9,September,Q3,2024-09-01,FAC-006,Rotterdam Hub,Netherlands,Europe,Conflict of Interest,50.78,84.78,5,4,1,37.9,2.71,0,0.0,87.08,Below Target,Non-Compliant,Slightly Delayed,False
GOV-0003899,2024,9,September,Q3,2024-09-01,FAC-006,Rotterdam Hub,Netherlands,Europe,Supplier Standards,54.04,90.44,1,0,1,39.0,2.8,0,0.0,85.72,Below Target,Near Compliant,Slightly Delayed,False
GOV-0003900,2024,9,September,Q3,2024-09-01,FAC-006,Rotterdam Hub,Netherlands,Europe,Information Security,54.32,88.45,0,0,0,39.8,2.55,0,0.0,82.35,Below Target,Near Compliant,Slightly Delayed,False
GOV-0003901,2024,9,September,Q3,2024-09-01,FAC-007,Lyon Components,France,Europe,Anti-Corruption,54.59,90.56,3,2,1,41.5,3.67,0,0.0,83.09,Below Target,Near Compliant,Slightly Delayed,False
GOV-0003902,2024,9,September,Q3,2024-09-01,FAC-007,Lyon Components,France,Europe,Data Privacy,55.76,89.9,3,2,1,37.2,2.95,0,0.0,81.33,Below Target,Near Compliant,Slightly Delayed,False
GOV-0003903,2024,9,September,Q3,2024-09-01,FAC-007,Lyon Components,France,Europe,Environmental,51.87,86.22,4,2,2,37.4,2.97,0,0.0,84.14,Below Target,Near Compliant,Slightly Delayed,False
GOV-0003904,2024,9,September,Q3,2024-09-01,FAC-007,Lyon Components,France,Europe,Health & Safety,54.81,85.13,1,0,1,44.1,3.27,0,62443.71,78.75,Below Target,Near Compliant,Slightly Delayed,True
GOV-0003905,2024,9,September,Q3,2024-09-01,FAC-007,Lyon Components,France,Europe,Human Rights,53.36,84.82,1,0,1,28.4,3.44,0,51129.91,83.45,Below Target,Non-Compliant,On Target,True
GOV-0003906,2024,9,September,Q3,2024-09-01,FAC-007,Lyon Components,France,Europe,Whistleblower,54.77,89.37,3,2,1,47.0,2.87,0,139999.4,83.39,Below Target,Near Compliant,Significantly Delayed,True
GOV-0003907,2024,9,September,Q3,2024-09-01,FAC-007,Lyon Components,France,Europe,Code of Conduct,48.4,89.95,1,0,1,50.3,3.29,0,0.0,84.47,Below Target,Near Compliant,Significantly Delayed,False
GOV-0003908,2024,9,September,Q3,2024-09-01,FAC-007,Lyon Components,France,Europe,Conflict of Interest,54.35,86.01,3,2,1,35.7,2.71,0,0.0,84.18,Below Target,Near Compliant,Slightly Delayed,False
GOV-0003909,2024,9,September,Q3,2024-09-01,FAC-007,Lyon Components,France,Europe,Supplier Standards,52.46,86.53,0,0,0,40.8,2.68,0,0.0,83.23,Below Target,Near Compliant,Slightly Delayed,False
GOV-0003910,2024,9,September,Q3,2024-09-01,FAC-007,Lyon Components,France,Europe,Information Security,48.56,90.84,1,0,1,34.7,2.64,0,0.0,83.29,Below Target,Near Compliant,Slightly Delayed,False
GOV-0003911,2024,9,September,Q3,2024-09-01,FAC-008,Shanghai Manufacturing,China,Asia Pacific,Anti-Corruption,52.72,84.72,2,1,1,39.4,2.59,0,0.0,83.83,Below Target,Non-Compliant,Slightly Delayed,False
GOV-0003912,2024,9,September,Q3,2024-09-01,FAC-008,Shanghai Manufacturing,China,Asia Pacific,Data Privacy,53.53,91.2,1,0,1,34.6,3.15,0,0.0,81.39,Below Target,Near Compliant,Slightly Delayed,False
GOV-0003913,2024,9,September,Q3,2024-09-01,FAC-008,Shanghai Manufacturing,China,Asia Pacific,Environmental,52.59,91.57,1,0,1,34.7,2.77,0,0.0,83.78,Below Target,Near Compliant,Slightly Delayed,False
GOV-0003914,2024,9,September,Q3,2024-09-01,FAC-008,Shanghai Manufacturing,China,Asia Pacific,Health & Safety,50.72,87.0,4,3,1,45.9,3.12,0,0.0,85.67,Below Target,Near Compliant,Significantly Delayed,False
GOV-0003915,2024,9,September,Q3,2024-09-01,FAC-008,Shanghai Manufacturing,China,Asia Pacific,Human Rights,54.1,90.56,5,3,2,40.3,2.97,0,0.0,84.95,Below Target,Near Compliant,Slightly Delayed,False
GOV-0003916,2024,9,September,Q3,2024-09-01,FAC-008,Shanghai Manufacturing,China,Asia Pacific,Whistleblower,51.13,87.29,3,2,1,38.9,3.05,0,0.0,82.08,Below Target,Near Compliant,Slightly Delayed,False
GOV-0003917,2024,9,September,Q3,2024-09-01,FAC-008,Shanghai Manufacturing,China,Asia Pacific,Code of Conduct,49.59,91.36,3,2,1,40.1,3.36,0,0.0,85.73,Below Target,Near Compliant,Slightly Delayed,False
GOV-0003918,2024,9,September,Q3,2024-09-01,FAC-008,Shanghai Manufacturing,China,Asia Pacific,Conflict of Interest,55.86,85.75,4,3,1,46.7,2.65,0,0.0,84.93,Below Target,Near Compliant,Significantly Delayed,False
GOV-0003919,2024,9,September,Q3,2024-09-01,FAC-008,Shanghai Manufacturing,China,Asia Pacific,Supplier Standards,54.86,87.31,3,2,1,41.7,2.57,0,0.0,80.96,Below Target,Near Compliant,Slightly Delayed,False
GOV-0003920,2024,9,September,Q3,2024-09-01,FAC-008,Shanghai Manufacturing,China,Asia Pacific,Information Security,55.11,91.01,2,1,1,37.8,2.56,0,0.0,78.95,Below Target,Near Compliant,Slightly Delayed,False
GOV-0003921,2024,9,September,Q3,2024-09-01,FAC-009,Bangalore Tech Centre,India,Asia Pacific,Anti-Corruption,55.73,90.75,5,3,2,37.3,2.83,0,0.0,85.65,Below Target,Near Compliant,Slightly Delayed,False
GOV-0003922,2024,9,September,Q3,2024-09-01,FAC-009,Bangalore Tech Centre,India,Asia Pacific,Data Privacy,50.78,86.92,1,0,1,46.6,3.28,0,0.0,86.49,Below Target,Near Compliant,Significantly Delayed,False
GOV-0003923,2024,9,September,Q3,2024-09-01,FAC-009,Bangalore Tech Centre,India,Asia Pacific,Environmental,56.03,89.49,2,1,1,47.8,3.32,0,0.0,80.65,Below Target,Near Compliant,Significantly Delayed,False
GOV-0003924,2024,9,September,Q3,2024-09-01,FAC-009,Bangalore Tech Centre,India,Asia Pacific,Health & Safety,51.2,85.82,5,3,2,36.3,2.84,0,0.0,79.69,Below Target,Near Compliant,Slightly Delayed,False
GOV-0003925,2024,9,September,Q3,2024-09-01,FAC-009,Bangalore Tech Centre,India,Asia Pacific,Human Rights,53.26,86.12,5,4,1,44.9,2.91,0,0.0,85.1,Below Target,Near Compliant,Slightly Delayed,False
GOV-0003926,2024,9,September,Q3,2024-09-01,FAC-009,Bangalore Tech Centre,India,Asia Pacific,Whistleblower,52.12,85.49,0,0,0,40.5,2.97,0,0.0,83.17,Below Target,Near Compliant,Slightly Delayed,False
GOV-0003927,2024,9,September,Q3,2024-09-01,FAC-009,Bangalore Tech Centre,India,Asia Pacific,Code of Conduct,51.73,88.38,2,1,1,43.4,2.95,0,0.0,86.27,Below Target,Near Compliant,Slightly Delayed,False
GOV-0003928,2024,9,September,Q3,2024-09-01,FAC-009,Bangalore Tech Centre,India,Asia Pacific,Conflict of Interest,54.16,86.33,3,2,1,40.5,3.04,0,0.0,83.56,Below Target,Near Compliant,Slightly Delayed,False
GOV-0003929,2024,9,September,Q3,2024-09-01,FAC-009,Bangalore Tech Centre,India,Asia Pacific,Supplier Standards,48.16,88.4,0,0,0,45.4,2.9,0,0.0,82.45,Below Target,Near Compliant,Significantly Delayed,False
GOV-0003930,2024,9,September,Q3,2024-09-01,FAC-009,Bangalore Tech Centre,India,Asia Pacific,Information Security,55.39,86.95,0,0,0,38.8,2.64,0,0.0,84.1,Below Target,Near Compliant,Slightly Delayed,False
GOV-0003931,2024,9,September,Q3,2024-09-01,FAC-010,Singapore Distribution,Singapore,Asia Pacific,Anti-Corruption,56.86,85.03,3,2,1,44.4,3.07,0,0.0,87.03,Below Target,Near Compliant,Slightly Delayed,False
GOV-0003932,2024,9,September,Q3,2024-09-01,FAC-010,Singapore Distribution,Singapore,Asia Pacific,Data Privacy,51.35,86.14,5,4,1,42.1,2.73,0,0.0,83.34,Below Target,Near Compliant,Slightly Delayed,False
GOV-0003933,2024,9,September,Q3,2024-09-01,FAC-010,Singapore Distribution,Singapore,Asia Pacific,Environmental,55.39,84.97,4,3,1,45.3,2.83,0,0.0,82.96,Below Target,Non-Compliant,Significantly Delayed,False
GOV-0003934,2024,9,September,Q3,2024-09-01,FAC-010,Singapore Distribution,Singapore,Asia Pacific,Health & Safety,55.44,87.83,3,2,1,39.7,2.99,0,0.0,80.04,Below Target,Near Compliant,Slightly Delayed,False
GOV-0003935,2024,9,September,Q3,2024-09-01,FAC-010,Singapore Distribution,Singapore,Asia Pacific,Human Rights,50.42,88.84,3,2,1,34.7,2.95,0,0.0,82.63,Below Target,Near Compliant,Slightly Delayed,False
GOV-0003936,2024,9,September,Q3,2024-09-01,FAC-010,Singapore Distribution,Singapore,Asia Pacific,Whistleblower,51.07,86.53,4,2,2,37.7,2.79,0,0.0,86.22,Below Target,Near Compliant,Slightly Delayed,False
GOV-0003937,2024,9,September,Q3,2024-09-01,FAC-010,Singapore Distribution,Singapore,Asia Pacific,Code of Conduct,54.02,83.96,1,0,1,34.3,3.69,0,0.0,84.01,Below Target,Non-Compliant,Slightly Delayed,False
GOV-0003938,2024,9,September,Q3,2024-09-01,FAC-010,Singapore Distribution,Singapore,Asia Pacific,Conflict of Interest,52.55,85.48,0,0,0,43.9,3.15,0,0.0,82.21,Below Target,Near Compliant,Slightly Delayed,False
GOV-0003939,2024,9,September,Q3,2024-09-01,FAC-010,Singapore Distribution,Singapore,Asia Pacific,Supplier Standards,53.63,89.36,1,0,1,38.4,2.81,0,0.0,78.44,Below Target,Near Compliant,Slightly Delayed,False
GOV-0003940,2024,9,September,Q3,2024-09-01,FAC-010,Singapore Distribution,Singapore,Asia Pacific,Information Security,54.21,88.96,4,2,2,40.8,2.78,0,10402.9,82.77,Below Target,Near Compliant,Slightly Delayed,True
GOV-0003941,2024,9,September,Q3,2024-09-01,FAC-011,Monterrey Plant,Mexico,Latin America,Anti-Corruption,51.24,87.19,0,0,0,39.8,3.39,0,0.0,86.54,Below Target,Near Compliant,Slightly Delayed,False
GOV-0003942,2024,9,September,Q3,2024-09-01,FAC-011,Monterrey Plant,Mexico,Latin America,Data Privacy,54.23,90.97,3,2,1,38.4,3.42,0,0.0,83.98,Below Target,Near Compliant,Slightly Delayed,False
GOV-0003943,2024,9,September,Q3,2024-09-01,FAC-011,Monterrey Plant,Mexico,Latin America,Environmental,48.64,86.9,0,0,0,36.1,2.98,0,0.0,80.64,Below Target,Near Compliant,Slightly Delayed,False
